qq,creditor,debtor,amount, risk
966,IN,IQ,1.93
967,IN,YE,0.35
968,IN,EG,0.53
969,IN,IR,6.13
970,IN,IT,5.08
971,IN,ZA,0.18
972,IN,GB,3.85
973,IN,IN,0
974,IN,IE,0.18
975,IN,ID,0.53
976,IN,SY,0.18
977,IN,UZ,0.70
978,IN,MM,0.70
979,IN,SG,0.18
980,IN,US,8.23
981,IN,KR,2.10
982,IN,SA,0.88
983,IN,MY,0.53
984,IN,MX,1.58
985,ID,BE,0.34
986,ID,FR,4.32
987,ID,DK,0.11
988,ID,DE,0.68
989,ID,JP,6.26
990,ID,JM,0.23
991,ID,DZ,0.11
992,ID,GR,0.68
993,ID,RU,0.80
994,ID,LB,0.34
995,ID,PT,0.34
996,ID,UA,1.37
997,ID,TR,1.93
998,ID,TH,2.16
999,ID,PE,0.11
1000,ID,PH,3.07
1001,ID,EG,0.57
1002,ID,CH,0.57
1003,ID,CN,17.41
1004,ID,CA,0.68
1005,ID,IT,5.01
1006,ID,VN,0.11
1007,ID,ZA,0.57
1008,ID,AU,0.34
1009,ID,GB,5.80
1010,ID,IN,5.46
1011,ID,NL,5.57
1012,ID,IE,0.23
1013,ID,ID,0
1014,ID,ES,0.34
1015,ID,SG,4.89
1016,ID,MN,0.34
1017,ID,US,6.60
1018,ID,KR,9.67
1019,ID,MY,10.69
1020,ID,MX,1.37
1021,ID,AT,0.91
